char,unicode,missing_cho,missing_jung,missing_jong,missing_total,in_ref78,ink_ratio,bbox_fill,edge_density,n_components,psnr,ssim
가,U+AC00,0,0,0,0,0,0.09417724609375,0.79022216796875,0.0950927734375,5,nan,nan
각,U+AC01,0,0,0,0,0,0.09588623046875,0.6796875,0.10546875,2,nan,nan
갂,U+AC02,0,0,1,1,0,0.08355712890625,0.613037109375,0.09063720703125,5,nan,nan
갃,U+AC03,0,0,0,0,0,0.10064697265625,0.640625,0.1072998046875,5,nan,nan
간,U+AC04,0,0,0,0,0,0.09222412109375,0.7171630859375,0.09490966796875,3,nan,nan
갅,U+AC05,0,0,1,1,0,0.0980224609375,0.65313720703125,0.101318359375,5,nan,nan
갆,U+AC06,0,0,1,1,0,0.1317138671875,0.713134765625,0.133544921875,4,nan,nan
갇,U+AC07,0,0,1,1,0,0.09716796875,0.67138671875,0.0947265625,4,nan,nan
갈,U+AC08,0,0,0,0,0,0.1190185546875,0.6796875,0.1259765625,3,nan,nan
갉,U+AC09,0,0,0,0,1,0.1175537109375,0.78125,0.12274169921875,6,9.68270633448212,0.6265883019650036
갊,U+AC0A,0,0,0,0,0,0.13623046875,0.6875,0.14898681640625,7,nan,nan
갋,U+AC0B,0,0,0,0,0,0.138671875,0.6796875,0.15301513671875,3,nan,nan
갌,U+AC0C,0,0,0,0,0,0.13983154296875,0.65625,0.13604736328125,3,nan,nan
갍,U+AC0D,0,0,0,0,0,0.114013671875,0.6796875,0.13360595703125,3,nan,nan
갎,U+AC0E,0,0,1,1,0,0.12530517578125,0.671875,0.132080078125,6,nan,nan
갏,U+AC0F,0,0,0,0,0,0.14849853515625,0.6875,0.1629638671875,8,nan,nan
감,U+AC10,0,0,0,0,0,0.09918212890625,0.703857421875,0.1041259765625,3,nan,nan
갑,U+AC11,0,0,0,0,0,0.10906982421875,0.722900390625,0.10675048828125,3,nan,nan
값,U+AC12,0,0,0,0,1,0.1253662109375,0.6875,0.13037109375,4,8.911077142860655,0.5404201162314162
갓,U+AC13,0,0,0,0,0,0.10333251953125,0.6046142578125,0.1019287109375,2,nan,nan
갔,U+AC14,0,0,0,0,0,0.12255859375,0.68212890625,0.11419677734375,2,nan,nan
강,U+AC15,0,0,0,0,0,0.110595703125,0.692138671875,0.0972900390625,6,nan,nan
갖,U+AC16,0,0,1,1,0,0.1192626953125,0.65625,0.111328125,2,nan,nan
갗,U+AC17,0,0,0,0,0,0.1153564453125,0.6666259765625,0.11285400390625,4,nan,nan
갘,U+AC18,0,0,1,1,0,0.10772705078125,0.6640625,0.1109619140625,3,nan,nan
같,U+AC19,0,0,1,1,0,0.1151123046875,0.75,0.1217041015625,5,nan,nan
갚,U+AC1A,0,0,0,0,0,0.12615966796875,0.6690673828125,0.1292724609375,5,nan,nan
갛,U+AC1B,0,0,0,0,0,0.12554931640625,0.73638916015625,0.12030029296875,3,nan,nan
개,U+AC1C,0,0,0,0,0,0.1234130859375,0.67547607421875,0.11700439453125,4,nan,nan
객,U+AC1D,0,0,0,0,0,0.12646484375,0.6640625,0.1295166015625,2,nan,nan
갞,U+AC1E,0,0,1,1,0,0.12774658203125,0.6666259765625,0.1341552734375,6,nan,nan
갟,U+AC1F,0,0,0,0,0,0.1363525390625,0.6484375,0.13128662109375,7,nan,nan
갠,U+AC20,0,0,0,0,0,0.129150390625,0.65625,0.12506103515625,7,nan,nan
갡,U+AC21,0,0,1,1,0,0.14862060546875,0.6690673828125,0.15008544921875,5,nan,nan
갢,U+AC22,0,0,1,1,0,0.14715576171875,0.75189208984375,0.15380859375,6,nan,nan
갣,U+AC23,0,0,1,1,0,0.129150390625,0.625,0.1339111328125,4,nan,nan
갤,U+AC24,0,0,0,0,0,0.14471435546875,0.65625,0.1549072265625,8,nan,nan
갥,U+AC25,0,0,0,0,0,0.14202880859375,0.765625,0.15234375,9,nan,nan
갦,U+AC26,0,0,0,0,0,0.1514892578125,0.6796875,0.1781005859375,8,nan,nan
갧,U+AC27,0,0,0,0,0,0.1536865234375,0.671875,0.17559814453125,5,nan,nan
갨,U+AC28,0,0,0,0,0,0.156005859375,0.6640625,0.15924072265625,5,nan,nan
갩,U+AC29,0,0,0,0,0,0.1416015625,0.6953125,0.15997314453125,7,nan,nan
갪,U+AC2A,0,0,1,1,0,0.14837646484375,0.6953125,0.1591796875,8,nan,nan
갫,U+AC2B,0,0,0,0,0,0.16461181640625,0.6328125,0.16131591796875,6,nan,nan
갬,U+AC2C,0,0,0,0,0,0.115966796875,0.69427490234375,0.126708984375,6,nan,nan
갭,U+AC2D,0,0,0,0,0,0.12469482421875,0.6796875,0.12994384765625,6,nan,nan
갮,U+AC2E,0,0,0,0,0,0.14788818359375,0.8216552734375,0.15234375,5,nan,nan
갯,U+AC2F,0,0,0,0,0,0.12054443359375,0.671875,0.1265869140625,4,nan,nan
갰,U+AC30,0,0,0,0,0,0.148681640625,0.6875,0.1422119140625,5,nan,nan
갱,U+AC31,0,0,0,0,0,0.12799072265625,0.52392578125,0.09521484375,3,nan,nan
갲,U+AC32,0,0,1,1,0,0.12615966796875,0.673583984375,0.1290283203125,6,nan,nan
갳,U+AC33,0,0,0,0,0,0.12762451171875,0.78125,0.13421630859375,7,nan,nan
갴,U+AC34,0,0,1,1,0,0.12969970703125,0.6328125,0.146240234375,10,nan,nan
갵,U+AC35,0,0,1,1,0,0.15167236328125,0.6796875,0.14862060546875,5,nan,nan
갶,U+AC36,0,0,0,0,0,0.15631103515625,0.78125,0.15496826171875,5,nan,nan
갷,U+AC37,0,0,0,0,0,0.11865234375,0.597900390625,0.12457275390625,4,nan,nan
갸,U+AC38,0,0,0,0,0,0.079345703125,0.7828369140625,0.090576171875,5,nan,nan
갹,U+AC39,0,0,0,0,0,0.1107177734375,0.796875,0.10321044921875,4,nan,nan
갺,U+AC3A,0,0,1,1,0,0.11029052734375,0.68316650390625,0.105712890625,4,nan,nan
갻,U+AC3B,0,0,0,0,0,0.1259765625,0.690673828125,0.12823486328125,3,nan,nan
갼,U+AC3C,0,0,0,0,0,0.1121826171875,0.7767333984375,0.108154296875,7,nan,nan
갽,U+AC3D,0,0,1,1,0,0.123779296875,0.65313720703125,0.1171875,3,nan,nan
갾,U+AC3E,0,0,1,1,0,0.1429443359375,0.7734375,0.1328125,5,nan,nan
갿,U+AC3F,0,0,1,1,0,0.11456298828125,0.6953125,0.11053466796875,4,nan,nan
걀,U+AC40,0,0,0,0,0,0.13201904296875,0.6953125,0.13104248046875,5,nan,nan
걁,U+AC41,0,0,0,0,0,0.13262939453125,0.6953125,0.1300048828125,4,nan,nan
걂,U+AC42,0,0,0,0,0,0.13775634765625,0.6844482421875,0.14874267578125,5,nan,nan
걃,U+AC43,0,0,0,0,0,0.14654541015625,0.71142578125,0.14910888671875,5,nan,nan
걄,U+AC44,0,0,0,0,0,0.15313720703125,0.734375,0.13970947265625,3,nan,nan
걅,U+AC45,0,0,0,0,0,0.1431884765625,0.703125,0.14141845703125,5,nan,nan
걆,U+AC46,0,0,1,1,0,0.139404296875,0.6844482421875,0.13934326171875,4,nan,nan
걇,U+AC47,0,0,0,0,0,0.15380859375,0.71875,0.14776611328125,7,nan,nan
걈,U+AC48,0,0,0,0,0,0.13092041015625,0.6627197265625,0.11297607421875,4,nan,nan
걉,U+AC49,0,0,0,0,0,0.1192626953125,0.6925048828125,0.12164306640625,3,nan,nan
걊,U+AC4A,0,0,0,0,0,0.13519287109375,0.703125,0.137451171875,3,nan,nan
걋,U+AC4B,0,0,0,0,0,0.1138916015625,0.732421875,0.10821533203125,4,nan,nan
걌,U+AC4C,0,0,0,0,0,0.135009765625,0.75,0.124755859375,3,nan,nan
걍,U+AC4D,0,0,0,0,0,0.1201171875,0.64990234375,0.11114501953125,4,nan,nan
걎,U+AC4E,0,0,1,1,0,0.1275634765625,0.64990234375,0.109375,3,nan,nan
걏,U+AC4F,0,0,0,0,0,0.12451171875,0.71875,0.12109375,5,nan,nan
걐,U+AC50,0,0,1,1,0,0.10821533203125,0.673583984375,0.108154296875,4,nan,nan
걑,U+AC51,0,0,1,1,0,0.12860107421875,0.6690673828125,0.11651611328125,4,nan,nan
걒,U+AC52,0,0,0,0,0,0.13677978515625,0.7265625,0.13519287109375,6,nan,nan
걓,U+AC53,0,0,0,0,0,0.12860107421875,0.734375,0.11761474609375,4,nan,nan
걔,U+AC54,0,0,0,0,0,0.1290283203125,0.669921875,0.12237548828125,5,nan,nan
걕,U+AC55,0,0,0,0,0,0.12420654296875,0.6953125,0.13134765625,3,nan,nan
걖,U+AC56,0,0,1,1,0,0.13482666015625,0.66815185546875,0.1387939453125,3,nan,nan
걗,U+AC57,0,0,0,0,0,0.13525390625,0.7734375,0.1416015625,8,nan,nan
걘,U+AC58,0,0,0,0,0,0.1263427734375,0.7734375,0.1475830078125,10,nan,nan
걙,U+AC59,0,0,1,1,0,0.156005859375,0.71875,0.16650390625,7,nan,nan
걚,U+AC5A,0,0,1,1,0,0.1549072265625,0.7734375,0.15789794921875,8,nan,nan
걛,U+AC5B,0,0,1,1,0,0.14581298828125,0.734375,0.15142822265625,9,nan,nan
걜,U+AC5C,0,0,0,0,1,0.171142578125,0.703125,0.174072265625,3,23.66414506790536,0.9471788750182384
걝,U+AC5D,0,0,0,0,0,0.14483642578125,0.7734375,0.16107177734375,10,nan,nan
걞,U+AC5E,0,0,0,0,0,0.1600341796875,0.7265625,0.17840576171875,4,nan,nan
걟,U+AC5F,0,0,0,0,0,0.1549072265625,0.6953125,0.16680908203125,9,nan,nan
걠,U+AC60,0,0,0,0,0,0.14801025390625,0.6875,0.16217041015625,5,nan,nan
걡,U+AC61,0,0,0,0,0,0.14874267578125,0.78125,0.1756591796875,11,nan,nan
걢,U+AC62,0,0,1,1,0,0.14739990234375,0.71875,0.16851806640625,13,nan,nan
걣,U+AC63,0,0,0,0,0,0.160888671875,0.6953125,0.173828125,7,nan,nan
걤,U+AC64,0,0,0,0,0,0.15045166015625,0.8359375,0.15478515625,7,nan,nan
걥,U+AC65,0,0,0,0,0,0.135009765625,0.765625,0.1416015625,8,nan,nan
걦,U+AC66,0,0,0,0,0,0.1651611328125,0.7109375,0.15338134765625,6,nan,nan
걧,U+AC67,0,0,0,0,0,0.122802734375,0.6591796875,0.1280517578125,3,nan,nan
걨,U+AC68,0,0,0,0,0,0.148193359375,0.6953125,0.1416015625,5,nan,nan
걩,U+AC69,0,0,0,0,0,0.15234375,0.65625,0.12481689453125,4,nan,nan
걪,U+AC6A,0,0,1,1,0,0.12841796875,0.8203125,0.13885498046875,15,nan,nan
걫,U+AC6B,0,0,0,0,0,0.1348876953125,0.8125,0.14715576171875,6,nan,nan
걬,U+AC6C,0,0,1,1,0,0.14556884765625,0.75,0.16650390625,11,nan,nan
걭,U+AC6D,0,0,1,1,0,0.166259765625,0.68988037109375,0.1629638671875,3,nan,nan
걮,U+AC6E,0,0,0,0,0,0.1553955078125,0.8515625,0.16766357421875,7,nan,nan
걯,U+AC6F,0,0,0,0,0,0.1478271484375,0.65625,0.13397216796875,6,nan,nan
거,U+AC70,0,0,0,0,0,0.09295654296875,0.5380859375,0.0877685546875,5,nan,nan
걱,U+AC71,0,0,0,0,0,0.11871337890625,0.6103515625,0.10125732421875,1,nan,nan
걲,U+AC72,0,0,1,1,0,0.12762451171875,0.6031494140625,0.109130859375,3,nan,nan
걳,U+AC73,0,0,0,0,0,0.121826171875,0.65625,0.11334228515625,4,nan,nan
건,U+AC74,0,0,0,0,0,0.10797119140625,0.796875,0.09613037109375,3,nan,nan
걵,U+AC75,0,0,1,1,0,0.125,0.7421875,0.1280517578125,3,nan,nan
걶,U+AC76,0,0,1,1,0,0.13446044921875,0.6796875,0.129150390625,5,nan,nan
걷,U+AC77,0,0,1,1,0,0.11822509765625,0.625,0.111572265625,2,nan,nan
걸,U+AC78,0,0,0,0,0,0.14276123046875,0.6015625,0.137939453125,3,nan,nan
걹,U+AC79,0,0,0,0,0,0.14208984375,0.78125,0.15374755859375,6,nan,nan
걺,U+AC7A,0,0,0,0,0,0.167724609375,0.703125,0.16900634765625,8,nan,nan
걻,U+AC7B,0,0,0,0,0,0.15228271484375,0.6201171875,0.15594482421875,8,nan,nan
걼,U+AC7C,0,0,0,0,0,0.1505126953125,0.7421875,0.1427001953125,4,nan,nan
걽,U+AC7D,0,0,0,0,0,0.1563720703125,0.734375,0.15667724609375,7,nan,nan
걾,U+AC7E,0,0,1,1,0,0.16107177734375,0.7109375,0.16253662109375,2,nan,nan
걿,U+AC7F,0,0,0,0,0,0.18048095703125,0.65625,0.1661376953125,4,nan,nan
검,U+AC80,0,0,0,0,0,0.13482666015625,0.6171875,0.1142578125,3,nan,nan
겁,U+AC81,0,0,0,0,0,0.12249755859375,0.59375,0.11383056640625,3,nan,nan
겂,U+AC82,0,0,0,0,0,0.1268310546875,0.6484375,0.13177490234375,6,nan,nan
것,U+AC83,0,0,0,0,0,0.1209716796875,0.6103515625,0.10394287109375,2,nan,nan
겄,U+AC84,0,0,0,0,0,0.130615234375,0.671875,0.12060546875,4,nan,nan
겅,U+AC85,0,0,0,0,0,0.1287841796875,0.556640625,0.08843994140625,2,nan,nan
겆,U+AC86,0,0,1,1,0,0.1221923828125,0.6103515625,0.109130859375,2,nan,nan
겇,U+AC87,0,0,0,0,0,0.117431640625,0.6171875,0.12396240234375,5,nan,nan
겈,U+AC88,0,0,1,1,0,0.115478515625,0.5767822265625,0.109619140625,2,nan,nan
겉,U+AC89,0,0,1,1,0,0.147705078125,0.5703125,0.1278076171875,2,nan,nan
겊,U+AC8A,0,0,0,0,0,0.12530517578125,0.6796875,0.13787841796875,7,nan,nan
겋,U+AC8B,0,0,0,0,0,0.1190185546875,0.744140625,0.10333251953125,5,nan,nan
게,U+AC8C,0,0,0,0,0,0.105712890625,0.59619140625,0.105712890625,4,nan,nan
겍,U+AC8D,0,0,0,0,0,0.10980224609375,0.6075439453125,0.11639404296875,5,nan,nan
겎,U+AC8E,0,0,1,1,0,0.13671875,0.625,0.13214111328125,5,nan,nan
겏,U+AC8F,0,0,0,0,0,0.1346435546875,0.734375,0.135009765625,5,nan,nan
겐,U+AC90,0,0,0,0,0,0.12615966796875,0.6953125,0.12982177734375,8,nan,nan
겑,U+AC91,0,0,1,1,0,0.155029296875,0.744140625,0.15185546875,8,nan,nan
겒,U+AC92,0,0,1,1,0,0.15985107421875,0.6953125,0.1605224609375,9,nan,nan
겓,U+AC93,0,0,1,1,0,0.1346435546875,0.613037109375,0.130126953125,5,nan,nan
겔,U+AC94,0,0,0,0,0,0.161376953125,0.609375,0.143798828125,5,nan,nan
겕,U+AC95,0,0,0,0,0,0.14434814453125,0.6171875,0.1624755859375,7,nan,nan
겖,U+AC96,0,0,0,0,0,0.15130615234375,0.70538330078125,0.18011474609375,8,nan,nan
겗,U+AC97,0,0,0,0,0,0.15234375,0.6171875,0.17620849609375,7,nan,nan
겘,U+AC98,0,0,0,0,0,0.16778564453125,0.734375,0.16595458984375,6,nan,nan
겙,U+AC99,0,0,0,0,0,0.14691162109375,0.859375,0.16949462890625,13,nan,nan
겚,U+AC9A,0,0,1,1,0,0.14898681640625,0.734375,0.167236328125,7,nan,nan
겛,U+AC9B,0,0,0,0,0,0.18914794921875,0.6484375,0.16986083984375,9,nan,nan
겜,U+AC9C,0,0,0,0,0,0.14288330078125,0.855224609375,0.14990234375,6,nan,nan
겝,U+AC9D,0,0,0,0,0,0.13250732421875,0.54986572265625,0.12603759765625,3,nan,nan
겞,U+AC9E,0,0,0,0,0,0.1490478515625,0.7781982421875,0.154541015625,7,nan,nan
겟,U+AC9F,0,0,0,0,0,0.1427001953125,0.6456298828125,0.123779296875,3,nan,nan
겠,U+ACA0,0,0,0,0,0,0.149658203125,0.67437744140625,0.14141845703125,3,nan,nan
겡,U+ACA1,0,0,0,0,0,0.16119384765625,0.7109375,0.1217041015625,6,nan,nan
겢,U+ACA2,0,0,1,1,0,0.1444091796875,0.65625,0.139404296875,2,nan,nan
겣,U+ACA3,0,0,0,0,0,0.14044189453125,0.640625,0.139892578125,5,nan,nan
겤,U+ACA4,0,0,1,1,0,0.1124267578125,0.65887451171875,0.14056396484375,12,nan,nan
겥,U+ACA5,0,0,1,1,0,0.153564453125,0.76904296875,0.14776611328125,7,nan,nan
겦,U+ACA6,0,0,0,0,0,0.155517578125,0.671875,0.1534423828125,4,nan,nan
겧,U+ACA7,0,0,0,0,0,0.13702392578125,0.6015625,0.115234375,3,nan,nan
겨,U+ACA8,0,0,0,0,1,0.10223388671875,0.7921142578125,0.093994140625,2,25.641364354124732,0.9669133904624323
격,U+ACA9,0,0,0,0,0,0.11920166015625,0.65625,0.120361328125,4,nan,nan
겪,U+ACAA,0,0,1,1,0,0.1246337890625,0.703125,0.12579345703125,6,nan,nan
겫,U+ACAB,0,0,0,0,0,0.12841796875,0.6976318359375,0.12750244140625,3,nan,nan
견,U+ACAC,0,0,0,0,0,0.1041259765625,0.6640625,0.09942626953125,3,nan,nan
겭,U+ACAD,0,0,1,1,0,0.141845703125,0.73638916015625,0.13800048828125,3,nan,nan
겮,U+ACAE,0,0,1,1,0,0.130615234375,0.7109375,0.1392822265625,5,nan,nan
겯,U+ACAF,0,0,1,1,0,0.11260986328125,0.734375,0.12530517578125,7,nan,nan
결,U+ACB0,0,0,0,0,0,0.1474609375,0.65625,0.14337158203125,5,nan,nan
겱,U+ACB1,0,0,0,0,0,0.14678955078125,0.6875,0.14825439453125,8,nan,nan
겲,U+ACB2,0,0,0,0,0,0.1549072265625,0.8046875,0.1571044921875,5,nan,nan
겳,U+ACB3,0,0,0,0,0,0.149658203125,0.6875,0.1639404296875,5,nan,nan
겴,U+ACB4,0,0,0,0,0,0.16156005859375,0.734375,0.15496826171875,3,nan,nan
겵,U+ACB5,0,0,0,0,0,0.15020751953125,0.765625,0.1640625,8,nan,nan
겶,U+ACB6,0,0,1,1,0,0.13421630859375,0.6796875,0.14593505859375,7,nan,nan
겷,U+ACB7,0,0,0,0,0,0.148681640625,0.65625,0.159423828125,5,nan,nan
겸,U+ACB8,0,0,0,0,0,0.126953125,0.65887451171875,0.1241455078125,4,nan,nan
겹,U+ACB9,0,0,0,0,0,0.13787841796875,0.6953125,0.12982177734375,4,nan,nan
겺,U+ACBA,0,0,0,0,0,0.130615234375,0.6953125,0.13677978515625,5,nan,nan
겻,U+ACBB,0,0,0,0,0,0.1236572265625,0.7906494140625,0.1146240234375,8,nan,nan
겼,U+ACBC,0,0,0,0,0,0.1390380859375,0.713134765625,0.129638671875,3,nan,nan
경,U+ACBD,0,0,0,0,0,0.1492919921875,0.703125,0.10125732421875,5,nan,nan
겾,U+ACBE,0,0,1,1,0,0.13128662109375,0.6640625,0.12481689453125,3,nan,nan
겿,U+ACBF,0,0,0,0,0,0.14495849609375,0.78125,0.139892578125,4,nan,nan
곀,U+ACC0,0,0,1,1,0,0.12939453125,0.71875,0.12396240234375,4,nan,nan
곁,U+ACC1,0,0,1,1,0,0.14373779296875,0.7459716796875,0.14923095703125,4,nan,nan
곂,U+ACC2,0,0,0,0,0,0.13531494140625,0.6953125,0.1396484375,5,nan,nan
곃,U+ACC3,0,0,0,0,0,0.133544921875,0.625,0.1295166015625,4,nan,nan
계,U+ACC4,0,0,0,0,0,0.10791015625,0.68084716796875,0.10992431640625,5,nan,nan
곅,U+ACC5,0,0,0,0,0,0.129638671875,0.703125,0.12835693359375,6,nan,nan
곆,U+ACC6,0,0,1,1,0,0.13800048828125,0.7421875,0.13641357421875,4,nan,nan
곇,U+ACC7,0,0,0,0,0,0.13555908203125,0.68988037109375,0.14471435546875,7,nan,nan
곈,U+ACC8,0,0,0,0,0,0.1416015625,0.7734375,0.14361572265625,10,nan,nan
곉,U+ACC9,0,0,1,1,0,0.15283203125,0.73638916015625,0.15557861328125,6,nan,nan
곊,U+ACCA,0,0,1,1,0,0.18292236328125,0.7109375,0.16949462890625,4,nan,nan
곋,U+ACCB,0,0,1,1,0,0.125244140625,0.6875,0.13543701171875,5,nan,nan
곌,U+ACCC,0,0,0,0,0,0.16961669921875,0.6953125,0.1669921875,4,nan,nan
곍,U+ACCD,0,0,0,0,0,0.14373779296875,0.703125,0.16094970703125,5,nan,nan
곎,U+ACCE,0,0,0,0,0,0.1656494140625,0.703125,0.18829345703125,5,nan,nan
곏,U+ACCF,0,0,0,0,0,0.1484375,0.6953125,0.17486572265625,12,nan,nan
곐,U+ACD0,0,0,0,0,0,0.14227294921875,0.7890625,0.15447998046875,10,nan,nan
곑,U+ACD1,0,0,0,0,0,0.13629150390625,0.7109375,0.16607666015625,9,nan,nan
곒,U+ACD2,0,0,1,1,0,0.16522216796875,0.7265625,0.17901611328125,6,nan,nan
곓,U+ACD3,0,0,0,0,0,0.18841552734375,0.7109375,0.18487548828125,6,nan,nan
곔,U+ACD4,0,0,0,0,0,0.12908935546875,0.66375732421875,0.1353759765625,5,nan,nan
곕,U+ACD5,0,0,0,0,0,0.14825439453125,0.6875,0.15716552734375,3,nan,nan
곖,U+ACD6,0,0,0,0,0,0.15155029296875,0.6953125,0.15875244140625,5,nan,nan
곗,U+ACD7,0,0,0,0,0,0.13385009765625,0.6976318359375,0.13568115234375,5,nan,nan
곘,U+ACD8,0,0,0,0,0,0.15533447265625,0.71875,0.14642333984375,7,nan,nan
곙,U+ACD9,0,0,0,0,0,0.15826416015625,0.65625,0.11761474609375,3,nan,nan
곚,U+ACDA,0,0,1,1,0,0.135986328125,0.7109375,0.13922119140625,4,nan,nan
곛,U+ACDB,0,0,0,0,0,0.13629150390625,0.70751953125,0.1488037109375,6,nan,nan
곜,U+ACDC,0,0,1,1,0,0.13946533203125,0.68212890625,0.1485595703125,4,nan,nan
곝,U+ACDD,0,0,1,1,0,0.1463623046875,0.6875,0.14605712890625,5,nan,nan
곞,U+ACDE,0,0,0,0,0,0.1591796875,0.765625,0.15966796875,10,nan,nan
곟,U+ACDF,0,0,0,0,0,0.15277099609375,0.6796875,0.142333984375,9,nan,nan
고,U+ACE0,0,0,0,0,0,0.1031494140625,0.55029296875,0.079833984375,2,nan,nan
곡,U+ACE1,0,0,0,0,0,0.09405517578125,0.722900390625,0.10302734375,6,nan,nan
곢,U+ACE2,0,0,1,1,0,0.1224365234375,0.8843994140625,0.1357421875,6,nan,nan
곣,U+ACE3,0,0,0,0,0,0.13201904296875,0.74462890625,0.1300048828125,6,nan,nan
곤,U+ACE4,0,0,0,0,0,0.11016845703125,0.765625,0.10308837890625,4,nan,nan
곥,U+ACE5,0,0,1,1,0,0.1590576171875,0.775146484375,0.14501953125,8,nan,nan
곦,U+ACE6,0,0,1,1,0,0.17437744140625,0.87738037109375,0.1588134765625,9,nan,nan
곧,U+ACE7,0,0,1,1,0,0.125732421875,0.7890625,0.1298828125,5,nan,nan
골,U+ACE8,0,0,0,0,0,0.13568115234375,0.890625,0.167236328125,15,nan,nan
곩,U+ACE9,0,0,0,0,0,0.158935546875,0.890625,0.17144775390625,8,nan,nan
곪,U+ACEA,0,0,0,0,1,0.1512451171875,0.89141845703125,0.17315673828125,9,11.990310195427355,0.7476779037504121
곫,U+ACEB,0,0,0,0,0,0.16314697265625,0.899169921875,0.17706298828125,9,nan,nan
곬,U+ACEC,0,0,0,0,1,0.16656494140625,0.7890625,0.1641845703125,5,17.582164249635653,0.8872848867332959
곭,U+ACED,0,0,0,0,0,0.14617919921875,0.8671875,0.1641845703125,10,nan,nan
곮,U+ACEE,0,0,1,1,0,0.1705322265625,0.8671875,0.172607421875,9,nan,nan
곯,U+ACEF,0,0,0,0,1,0.189208984375,0.8359375,0.1746826171875,4,14.712726009985658,0.8334792491193844
곰,U+ACF0,0,0,0,0,0,0.12872314453125,0.77056884765625,0.128173828125,3,nan,nan
곱,U+ACF1,0,0,0,0,0,0.153076171875,0.7781982421875,0.14276123046875,6,nan,nan
곲,U+ACF2,0,0,0,0,0,0.1376953125,0.720703125,0.14068603515625,6,nan,nan
곳,U+ACF3,0,0,0,0,0,0.119384765625,0.729736328125,0.10650634765625,3,nan,nan
곴,U+ACF4,0,0,0,0,0,0.129150390625,0.7371826171875,0.118896484375,3,nan,nan
공,U+ACF5,0,0,0,0,0,0.10369873046875,0.5855712890625,0.0870361328125,4,nan,nan
곶,U+ACF6,0,0,1,1,0,0.14691162109375,0.779541015625,0.1358642578125,4,nan,nan
곷,U+ACF7,0,0,0,0,0,0.12066650390625,0.6484375,0.1265869140625,6,nan,nan
곸,U+ACF8,0,0,1,1,0,0.12579345703125,0.7357177734375,0.13812255859375,6,nan,nan
곹,U+ACF9,0,0,1,1,0,0.15045166015625,0.823974609375,0.1561279296875,5,nan,nan
곺,U+ACFA,0,0,0,0,0,0.15478515625,0.7056884765625,0.14056396484375,5,nan,nan
곻,U+ACFB,0,0,0,0,0,0.12945556640625,0.71875,0.1195068359375,8,nan,nan
과,U+ACFC,0,0,0,0,0,0.10400390625,0.6405029296875,0.10809326171875,4,nan,nan
곽,U+ACFD,0,0,0,0,0,0.11260986328125,0.72021484375,0.11566162109375,4,nan,nan
곾,U+ACFE,0,0,1,1,0,0.10333251953125,0.6646728515625,0.12298583984375,6,nan,nan
곿,U+ACFF,0,0,0,0,0,0.1370849609375,0.762939453125,0.13909912109375,5,nan,nan
관,U+AD00,0,0,0,0,0,0.1123046875,0.66412353515625,0.1162109375,4,nan,nan
괁,U+AD01,0,0,1,1,0,0.1356201171875,0.6627197265625,0.13671875,5,nan,nan
괂,U+AD02,0,0,1,1,0,0.14556884765625,0.7734375,0.1500244140625,5,nan,nan
괃,U+AD03,0,0,1,1,0,0.13201904296875,0.705810546875,0.129150390625,4,nan,nan
괄,U+AD04,0,0,0,0,0,0.13446044921875,0.72479248046875,0.1405029296875,5,nan,nan
괅,U+AD05,0,0,0,0,0,0.143798828125,0.7357177734375,0.15582275390625,5,nan,nan
괆,U+AD06,0,0,0,0,0,0.1668701171875,0.7459716796875,0.18072509765625,4,nan,nan
괇,U+AD07,0,0,0,0,0,0.166748046875,0.7613525390625,0.1722412109375,5,nan,nan
괈,U+AD08,0,0,0,0,0,0.16351318359375,0.7734375,0.16259765625,4,nan,nan
괉,U+AD09,0,0,0,0,0,0.1546630859375,0.71484375,0.172607421875,5,nan,nan
괊,U+AD0A,0,0,1,1,0,0.15606689453125,0.71484375,0.16973876953125,5,nan,nan
괋,U+AD0B,0,0,0,0,0,0.183837890625,0.7578125,0.1739501953125,4,nan,nan
괌,U+AD0C,0,0,0,0,0,0.13165283203125,0.69488525390625,0.13824462890625,4,nan,nan
괍,U+AD0D,0,0,0,0,0,0.12994384765625,0.69140625,0.1339111328125,4,nan,nan
괎,U+AD0E,0,0,0,0,0,0.141357421875,0.7520751953125,0.154052734375,4,nan,nan
괏,U+AD0F,0,0,0,0,0,0.12188720703125,0.66900634765625,0.11346435546875,4,nan,nan
괐,U+AD10,0,0,0,0,0,0.1490478515625,0.7781982421875,0.13653564453125,6,nan,nan
광,U+AD11,0,0,0,0,0,0.14208984375,0.7613525390625,0.11962890625,5,nan,nan
괒,U+AD12,0,0,1,1,0,0.1346435546875,0.69818115234375,0.12847900390625,4,nan,nan
괓,U+AD13,0,0,0,0,0,0.15179443359375,0.78076171875,0.15118408203125,4,nan,nan
괔,U+AD14,0,0,1,1,0,0.13360595703125,0.7171630859375,0.1287841796875,5,nan,nan
괕,U+AD15,0,0,1,1,0,0.1370849609375,0.68316650390625,0.14031982421875,4,nan,nan
괖,U+AD16,0,0,0,0,0,0.14263916015625,0.73114013671875,0.1446533203125,6,nan,nan
괗,U+AD17,0,0,0,0,0,0.14239501953125,0.7286376953125,0.12945556640625,6,nan,nan
괘,U+AD18,0,0,0,0,0,0.12274169921875,0.53955078125,0.12164306640625,3,nan,nan
